frame,landmark,x,y,z,label
4,4,0.4417668282985687,0.6946555376052856,-0.020762048661708832,A
4,5,0.4077530801296234,0.7147701978683472,-0.002820387249812484,A
4,6,0.4237278997898102,0.7020093202590942,-0.018491195514798164,A
4,7,0.4136204719543457,0.7342563271522522,-0.02733614481985569,A
4,8,0.40323254466056824,0.7603972554206848,-0.029522152617573738,A
4,9,0.3881561756134033,0.7047838568687439,-0.001575465896166861,A
4,10,0.40475937724113464,0.6986457705497742,-0.0184344332665205,A
4,11,0.39327701926231384,0.7387952208518982,-0.022235454991459846,A
4,12,0.3839563727378845,0.7673274278640747,-0.019746705889701843,A
4,13,0.3659515678882599,0.7007355690002441,-0.00324556278064847,A
4,14,0.38249441981315613,0.6968578696250916,-0.02054549567401409,A
4,15,0.3760146200656891,0.7374358177185059,-0.017966894432902336,A
4,16,0.36996564269065857,0.7663887739181519,-0.010531854815781116,A
4,17,0.3413175642490387,0.7013354897499084,-0.005826506298035383,A
4,18,0.3590574264526367,0.7005819082260132,-0.017869267612695694,A
4,19,0.36090222001075745,0.7319891452789307,-0.015257587656378746,A
4,20,0.35947710275650024,0.7541150450706482,-0.009065180085599422,A
5,0,0.25542116165161133,0.7766150236129761,-1.0350733248287725e-07,A
5,1,0.2944052517414093,0.7774102687835693,-0.011184033006429672,A
5,2,0.33052971959114075,0.7421497702598572,-0.012499412521719933,A
5,3,0.35156917572021484,0.7084241509437561,-0.014170350506901741,A
5,4,0.3543475270271301,0.6796515583992004,-0.014340142719447613,A
5,5,0.3081788718700409,0.6882629990577698,0.001082171336747706,A
5,6,0.3211250305175781,0.6725771427154541,-0.01455359160900116,A
5,7,0.31826817989349365,0.706259548664093,-0.02441265992820263,A
5,8,0.31101492047309875,0.7306597828865051,-0.02775285206735134,A
5,9,0.2891738712787628,0.6825798153877258,0.0015269611030817032,A
5,10,0.3048563599586487,0.6706459522247314,-0.015157962217926979,A
5,11,0.3023821711540222,0.7091420888900757,-0.021403642371296883,A
5,12,0.2936686873435974,0.7320933938026428,-0.021686818450689316,A
5,13,0.2697611451148987,0.6808239817619324,-0.0013123239623382688,A
5,14,0.28572091460227966,0.6710950136184692,-0.019591279327869415,A
5,15,0.28335466980934143,0.7102456092834473,-0.018173588439822197,A
5,16,0.27581486105918884,0.7343922853469849,-0.012293891049921513,A
5,17,0.2483823448419571,0.6823522448539734,-0.005056244321167469,A
5,18,0.26764214038848877,0.6745096445083618,-0.01804765872657299,A
5,19,0.2669602632522583,0.7045459151268005,-0.015996284782886505,A
5,20,0.26158419251441956,0.7256651520729065,-0.010987156070768833,A
6,0,0.226520374417305,0.7817269563674927,-1.5371094264082785e-07,A
6,1,0.2617630660533905,0.7630545496940613,-0.010860458947718143,A
6,2,0.2901463508605957,0.7189231514930725,-0.013353991322219372,A
6,3,0.3006449043750763,0.6770385503768921,-0.01631249114871025,A
6,4,0.29480674862861633,0.6405699849128723,-0.018049560487270355,A
6,5,0.2669326663017273,0.6726062297821045,-0.0013084523379802704,A
6,6,0.28212010860443115,0.6540822982788086,-0.017108239233493805,A
6,7,0.2763197422027588,0.6885647177696228,-0.025973256677389145,A
6,8,0.2700378894805908,0.7182075381278992,-0.028040675446391106,A
6,9,0.24586811661720276,0.6680052876472473,-0.0007207742310129106,A
6,10,0.2631000280380249,0.6541351675987244,-0.018125668168067932,A
6,11,0.2567298710346222,0.6975246071815491,-0.022061645984649658,A
6,12,0.25098225474357605,0.7303297519683838,-0.019183363765478134,A
6,13,0.22268329560756683,0.6691587567329407,-0.003063582582399249,A
6,14,0.2405574768781662,0.6585909128189087,-0.02143910340964794,A
6,15,0.23882915079593658,0.7026024460792542,-0.018809843808412552,A
6,16,0.23594503104686737,0.7348297238349915,-0.010672546923160553,A
6,17,0.1976684331893921,0.6754670143127441,-0.006194446235895157,A
6,18,0.21807557344436646,0.666237473487854,-0.01908387802541256,A
6,19,0.22272320091724396,0.6988084316253662,-0.01604536734521389,A
6,20,0.22250837087631226,0.7236939668655396,-0.009164698421955109,A
7,0,0.24834302067756653,0.7813611626625061,-1.775969451500714e-07,A
7,1,0.2852736711502075,0.7676893472671509,-0.013757017441093922,A
7,2,0.31855258345603943,0.7283684611320496,-0.017990857362747192,A
7,3,0.33320000767707825,0.686509370803833,-0.02205502986907959,A
7,4,0.3285452723503113,0.6487345099449158,-0.024744607508182526,A
7,5,0.30072450637817383,0.676740288734436,-0.0048333993181586266,A
7,6,0.3117026686668396,0.6562438607215881,-0.02401660569012165,A
7,7,0.30252206325531006,0.6918144226074219,-0.035086456686258316,A
7,8,0.29374659061431885,0.7223690152168274,-0.037971191108226776,A
7,9,0.2777791917324066,0.6700993180274963,-0.0034705696161836386,A
7,10,0.2890503406524658,0.6502047777175903,-0.023640625178813934,A
7,11,0.28136563301086426,0.6944865584373474,-0.02849726565182209,A
7,12,0.27584099769592285,0.7288341522216797,-0.025700677186250687,A
7,13,0.25304245948791504,0.6694779396057129,-0.005388948135077953,A
7,14,0.2633027136325836,0.656410813331604,-0.025691747665405273,A
7,15,0.26158246397972107,0.7008258104324341,-0.023227568715810776,A
7,16,0.26003968715667725,0.733121395111084,-0.01472739689052105,A
7,17,0.2270224243402481,0.6734083890914917,-0.008313785307109356,A
7,18,0.23839601874351501,0.6610801815986633,-0.021902672946453094,A
7,19,0.2435631901025772,0.6925414800643921,-0.0190216526389122,A
7,20,0.24602146446704865,0.7162850499153137,-0.012037643231451511,A
8,0,0.32435429096221924,0.7796288728713989,-1.9510098070441018e-07,A
8,1,0.3580769896507263,0.7752184867858887,-0.012368702329695225,A
8,2,0.3895244598388672,0.7403666377067566,-0.015013456344604492,A
8,3,0.39965635538101196,0.6991426348686218,-0.01727311685681343,A
8,4,0.3942182660102844,0.6666498184204102,-0.018707266077399254,A
8,5,0.3730435371398926,0.6931198835372925,-0.004961372818797827,A
8,6,0.37951502203941345,0.674582302570343,-0.02120319940149784,A
8,7,0.37011802196502686,0.7074280381202698,-0.030443385243415833,A
8,8,0.36182790994644165,0.735025942325592,-0.0326441265642643,A
8,9,0.351722776889801,0.6873923540115356,-0.0027105058543384075,A
8,10,0.35800042748451233,0.6695501208305359,-0.01961315982043743,A
8,11,0.35095033049583435,0.7089124917984009,-0.0238439179956913,A
8,12,0.345750093460083,0.7386481761932373,-0.021717602387070656,A
8,13,0.329739511013031,0.6864534616470337,-0.003190342104062438,A
8,14,0.3351016938686371,0.6713240146636963,-0.020918307825922966,A
8,15,0.33369970321655273,0.7106783390045166,-0.01943160779774189,A
8,16,0.33236759901046753,0.7406134605407715,-0.012672698125243187,A
8,17,0.3061363697052002,0.6882006525993347,-0.004375196993350983,A
8,18,0.31486326456069946,0.6740670800209045,-0.016540180891752243,A
8,19,0.31874144077301025,0.701816201210022,-0.01477799005806446,A
8,20,0.32009202241897583,0.7243840098381042,-0.009352577850222588,A
9,0,0.40168994665145874,0.7526662349700928,-1.690912654339627e-07,A
9,1,0.4340762495994568,0.7468560934066772,-0.010706472210586071,A
9,2,0.4643543064594269,0.7107999324798584,-0.01284232921898365,A
9,3,0.4765825867652893,0.6726561188697815,-0.015124608762562275,A
9,4,0.4756445586681366,0.6389893293380737,-0.016551440581679344,A
9,5,0.45074987411499023,0.6660975217819214,-0.0022722433786839247,A
9,6,0.4602835178375244,0.6488730311393738,-0.01695302315056324,A
9,7,0.45203897356987,0.6791015863418579,-0.025407617911696434,A
9,8,0.44313377141952515,0.7047322392463684,-0.027326811105012894,A
9,9,0.43066325783729553,0.6605971455574036,-0.0008673499687574804,A
9,10,0.4403785467147827,0.6447288990020752,-0.016655154526233673,A
9,11,0.43242570757865906,0.6834762692451477,-0.02098655514419079,A
9,12,0.42551562190055847,0.7119868397712708,-0.019007865339517593,A
9,13,0.4091895520687103,0.6588913202285767,-0.0020795208401978016,A
9,14,0.41845816373825073,0.644472599029541,-0.018549762666225433,A
9,15,0.4160025119781494,0.6835822463035583,-0.016868004575371742,A
9,16,0.4126819968223572,0.7126570343971252,-0.0101314103230834,A
9,17,0.38584864139556885,0.6605574488639832,-0.003920832183212042,A
9,18,0.3975962698459625,0.646730899810791,-0.015188201330602169,A
9,19,0.4010359048843384,0.6741782426834106,-0.012781481258571148,A
9,20,0.40107205510139465,0.6965412497520447,-0.006989159621298313,A
10,0,0.3778074085712433,0.7676728367805481,-1.705191721157462e-07,A
10,1,0.4091874361038208,0.7587156295776367,-0.011869731359183788,A
10,2,0.43799471855163574,0.7228441834449768,-0.015619233250617981,A
10,3,0.4488793611526489,0.6866487860679626,-0.019038569182157516,A
10,4,0.4455487132072449,0.6545424461364746,-0.0216249767690897,A
10,5,0.4219716787338257,0.6728956699371338,-0.004940948449075222,A
10,6,0.4296087622642517,0.663659393787384,-0.021246764808893204,A
10,7,0.4229453504085541,0.6977802515029907,-0.03153892979025841,A
10,8,0.41608208417892456,0.7247094511985779,-0.03462369367480278,A
10,9,0.40054160356521606,0.6681579351425171,-0.0032814119476825,A
10,10,0.40952035784721375,0.6607154607772827,-0.019103066995739937,A
10,11,0.4046310484409332,0.6993734240531921,-0.02363140881061554,A
10,12,0.40008872747421265,0.7284055948257446,-0.022191645577549934,A
10,13,0.3782627582550049,0.6698293685913086,-0.004315905272960663,A
10,14,0.3860504627227783,0.6632510423660278,-0.019968312233686447,A
10,15,0.3869491219520569,0.7002084851264954,-0.01846449077129364,A
10,16,0.38635751605033875,0.7279380559921265,-0.01248456072062254,A
10,17,0.35553088784217834,0.6760516166687012,-0.006207441445440054,A
10,18,0.3651563227176666,0.67027348279953,-0.01709357090294361,A
10,19,0.3706612288951874,0.6982126235961914,-0.015136945992708206,A
10,20,0.372424453496933,0.7190375328063965,-0.009824350476264954,A
11,0,0.3491634130477905,0.8471558690071106,-2.1338045996799337e-07,A
11,1,0.3787456154823303,0.833614706993103,-0.012709485366940498,A
11,2,0.40430185198783875,0.7983750700950623,-0.017906730994582176,A
11,3,0.41146764159202576,0.7622884511947632,-0.02229422889649868,A
11,4,0.40244218707084656,0.732918381690979,-0.025489704683423042,A
11,5,0.38239312171936035,0.736237108707428,-0.006815712433308363,A
11,6,0.38938236236572266,0.7437667846679688,-0.02297136001288891,A
11,7,0.3846619725227356,0.7773387432098389,-0.0337134413421154,A
11,8,0.3796224296092987,0.8021619319915771,-0.037205733358860016,A
11,9,0.3602137863636017,0.7308595776557922,-0.004585294518619776,A
11,10,0.36858731508255005,0.7478578686714172,-0.01831679604947567,A
11,11,0.3657652735710144,0.7844717502593994,-0.02289765514433384,A
11,12,0.36385640501976013,0.8088043928146362,-0.022361675277352333,A
11,13,0.3382704555988312,0.7360548973083496,-0.0047774529084563255,A
11,14,0.34613192081451416,0.753162682056427,-0.018071459606289864,A
11,15,0.34805983304977417,0.7858079075813293,-0.01710035838186741,A
11,16,0.35004064440727234,0.8068608045578003,-0.01227528601884842,A
11,17,0.31639131903648376,0.7474913001060486,-0.006123724393546581,A
11,18,0.3257778286933899,0.7553640604019165,-0.013859895057976246,A
11,19,0.333219438791275,0.7785664200782776,-0.01155624445527792,A
11,20,0.33807623386383057,0.7935370206832886,-0.006493475288152695,A
12,0,0.44125574827194214,0.8662995100021362,-2.5361043753946433e-07,A
12,1,0.4779110550880432,0.8530831336975098,-0.007962613366544247,A
12,2,0.5059587359428406,0.8175535202026367,-0.012645721435546875,A
12,3,0.5181030631065369,0.787827730178833,-0.017877081409096718,A
12,4,0.5287261009216309,0.7668558955192566,-0.021970732137560844,A
12,5,0.4806663393974304,0.7400855422019958,-0.006264909170567989,A
12,6,0.505893349647522,0.7577258348464966,-0.021032946184277534,A
12,7,0.4986916780471802,0.7924544811248779,-0.030679669231176376,A
12,8,0.4894971251487732,0.813504159450531,-0.03492993116378784,A
12,9,0.45694783329963684,0.7369630336761475,-0.007751561235636473,A
12,10,0.4851895272731781,0.7663623094558716,-0.02122524566948414,A
12,11,0.47703003883361816,0.8043368458747864,-0.024524355307221413,A
12,12,0.46910613775253296,0.8259995579719543,-0.02388145588338375,A
12,13,0.43411991000175476,0.7446187734603882,-0.011011151596903801,A
12,14,0.4616771340370178,0.7727174758911133,-0.02493097074329853,A
12,15,0.457438588142395,0.8080683946609497,-0.023060109466314316,A
12,16,0.45182377099990845,0.8281211256980896,-0.018041495233774185,A
12,17,0.41230642795562744,0.7589488625526428,-0.015017036348581314,A
12,18,0.4370069205760956,0.7745553255081177,-0.022897085174918175,A
12,19,0.4403556287288666,0.8000277876853943,-0.019125834107398987,A
12,20,0.4383563995361328,0.8139164447784424,-0.013380631804466248,A
13,0,0.4980529546737671,0.885871410369873,-2.1273037020819174e-07,A
13,1,0.5377857089042664,0.870351254940033,-0.009841885417699814,A
13,2,0.5682163238525391,0.8394894599914551,-0.015717172995209694,A
13,3,0.5846304893493652,0.8087924718856812,-0.022087745368480682,A
13,4,0.5917555093765259,0.7775762677192688,-0.026789603754878044,A
13,5,0.5482607483863831,0.7657756805419922,-0.005522798281162977,A
13,6,0.5741685032844543,0.7839465141296387,-0.025006307289004326,A
13,7,0.5636756420135498,0.819204568862915,-0.037700194865465164,A
13,8,0.5513992309570312,0.8428471684455872,-0.043053630739450455,A
13,9,0.5261162519454956,0.7580832839012146,-0.007221878040581942,A
13,10,0.5560662150382996,0.7876971364021301,-0.025627892464399338,A
13,11,0.5432422757148743,0.8286217451095581,-0.030550146475434303,A
13,12,0.5307522416114807,0.8508430123329163,-0.0298538189381361,A
13,13,0.5038196444511414,0.7612797021865845,-0.0116092124953866,A
13,14,0.5341050028800964,0.7911780476570129,-0.029354525730013847,A
13,15,0.5228525996208191,0.8272062540054321,-0.02686513215303421,A
13,16,0.5113869905471802,0.8439257740974426,-0.020392317324876785,A
13,17,0.48114800453186035,0.7730542421340942,-0.017020292580127716,A
13,18,0.5077534317970276,0.7927476167678833,-0.02747754380106926,A
13,19,0.5057180523872375,0.8196976184844971,-0.02374069206416607,A
13,20,0.4987359642982483,0.8304155468940735,-0.01738729141652584,A
14,0,0.36116063594818115,0.8632945418357849,-2.516218273740378e-07,A
14,1,0.3999309837818146,0.847958505153656,-0.010319060645997524,A
14,2,0.43520253896713257,0.8037795424461365,-0.01390823069959879,A
14,3,0.44770583510398865,0.7628704309463501,-0.01716064102947712,A
14,4,0.43743598461151123,0.7336855530738831,-0.018927184864878654,A
14,5,0.40167930722236633,0.7340179085731506,-0.008155282586812973,A
14,6,0.4275127947330475,0.7384771108627319,-0.0231960266828537,A
14,7,0.4201720356941223,0.7796108722686768,-0.03131585195660591,A
14,8,0.41131582856178284,0.7943634390830994,-0.03468090295791626,A
14,9,0.376836359500885,0.7298152446746826,-0.00853012502193451,A
14,10,0.4037872552871704,0.7485007047653198,-0.021983714774250984,A
14,11,0.3968283534049988,0.7906721830368042,-0.023897681385278702,A
14,12,0.3889307379722595,0.8041672706604004,-0.02285655029118061,A
14,13,0.35302576422691345,0.736491322517395,-0.010994251817464828,A
14,14,0.3809084892272949,0.7564048767089844,-0.025477390736341476,A
14,15,0.3777191638946533,0.7966316342353821,-0.021427186205983162,A
14,16,0.3711804449558258,0.8124027252197266,-0.015558249317109585,A
14,17,0.3302041292190552,0.7485042214393616,-0.014308899641036987,A
14,18,0.35671117901802063,0.759702205657959,-0.021938975900411606,A
14,19,0.3597107231616974,0.7902073264122009,-0.016724346205592155,A
14,20,0.355985552072525,0.8050883412361145,-0.01043557096272707,A
15,0,0.20342573523521423,0.8109871745109558,-1.9909376192117634e-07,A
15,1,0.24049793183803558,0.7961758971214294,-0.012217110954225063,A
15,2,0.27401605248451233,0.7549048066139221,-0.014659720472991467,A
15,3,0.28250983357429504,0.7109901309013367,-0.016639454290270805,A
15,4,0.27643701434135437,0.6758008003234863,-0.0175310168415308,A
15,5,0.25303906202316284,0.7065104842185974,-0.003812856273725629,A
15,6,0.26212650537490845,0.6875742673873901,-0.018546748906373978,A
15,7,0.25372451543807983,0.7240453362464905,-0.02729729935526848,A
15,8,0.24683046340942383,0.7547718286514282,-0.029605600982904434,A
15,9,0.23040713369846344,0.702246904373169,-0.0017099231481552124,A
15,10,0.23971039056777954,0.6874697804450989,-0.016985926777124405,A
15,11,0.23331037163734436,0.7292762994766235,-0.021050740033388138,A
15,12,0.22888757288455963,0.7613863348960876,-0.019300365820527077,A
15,13,0.20689155161380768,0.703701376914978,-0.00227496144361794,A
15,14,0.21564611792564392,0.6908761262893677,-0.018602753058075905,A
15,15,0.21528902649879456,0.7319344282150269,-0.016905630007386208,A
15,16,0.21471495926380157,0.7636648416519165,-0.010539769195020199,A
15,17,0.18122684955596924,0.7095452547073364,-0.0036189272068440914,A
15,18,0.1928710639476776,0.6976876854896545,-0.015441074967384338,A
15,19,0.19828587770462036,0.7270920872688293,-0.013322689570486546,A
15,20,0.20021919906139374,0.7509210109710693,-0.007693818770349026,A
16,0,0.13065575063228607,0.8062475323677063,-1.9209903712180676e-07,A
16,1,0.1605401486158371,0.8013967275619507,-0.015957683324813843,A
16,2,0.19372233748435974,0.7711737155914307,-0.021585796028375626,A
16,3,0.20458224415779114,0.7312204241752625,-0.025723367929458618,A
16,4,0.19770947098731995,0.6974843740463257,-0.028301574289798737,A
16,5,0.18206408619880676,0.7088666558265686,-0.009063984267413616,A
16,6,0.18240311741828918,0.703203558921814,-0.027993200346827507,A
16,7,0.1709716022014618,0.737360954284668,-0.0391174778342247,A
16,8,0.16412164270877838,0.7639468312263489,-0.04241223260760307,A
16,9,0.16131266951560974,0.6985715627670288,-0.005599217023700476,A
16,10,0.16187815368175507,0.6993445158004761,-0.0251171812415123,A
16,11,0.15406359732151031,0.7385439276695251,-0.030493639409542084,A
16,12,0.15013301372528076,0.7684321999549866,-0.028581781312823296,A
16,13,0.13999386131763458,0.696431040763855,-0.005093802697956562,A
16,14,0.13838201761245728,0.7006193995475769,-0.023968162015080452,A
16,15,0.13688334822654724,0.7399446964263916,-0.023369278758764267,A
16,16,0.13806012272834778,0.7690821886062622,-0.017000023275613785,A
16,17,0.11793860048055649,0.7001329660415649,-0.005833019502460957,A
16,18,0.11982809752225876,0.7052263021469116,-0.019343078136444092,A
16,19,0.12333739548921585,0.7346721291542053,-0.019844746217131615,A
16,20,0.1279020458459854,0.7557476758956909,-0.015387343242764473,A
17,0,0.13840901851654053,0.7283872961997986,-1.6997014995467907e-07,A
17,1,0.1701124757528305,0.7238102555274963,-0.01459550205618143,A
17,2,0.20395895838737488,0.6913047432899475,-0.019049037247896194,A
17,3,0.2160523384809494,0.6508722901344299,-0.02215026132762432,A
17,4,0.21173936128616333,0.6172599792480469,-0.02404085546731949,A
17,5,0.1906919926404953,0.6373024582862854,-0.007405956741422415,A
17,6,0.19413454830646515,0.6235055327415466,-0.024619895964860916,A
17,7,0.18133105337619781,0.6571767926216125,-0.03511406481266022,A
17,8,0.17166291177272797,0.6850486397743225,-0.03803762048482895,A
17,9,0.1698773056268692,0.6286126375198364,-0.0036122489254921675,A
17,10,0.17237944900989532,0.6213334798812866,-0.020292527973651886,A
17,11,0.16291463375091553,0.6589675545692444,-0.025097977370023727,A
17,12,0.15682624280452728,0.6880297064781189,-0.02358170971274376,A
17,13,0.14917534589767456,0.6264543533325195,-0.002621749648824334,A
17,14,0.14976249635219574,0.6215192675590515,-0.01867961883544922,A
17,15,0.14625641703605652,0.6582876443862915,-0.017159830778837204,A
17,16,0.1445033848285675,0.6858810782432556,-0.011062714271247387,A
17,17,0.1275409460067749,0.6287562847137451,-0.0026828444097191095,A
17,18,0.13011318445205688,0.6241543292999268,-0.014376657083630562,A
17,19,0.1317121684551239,0.6533302664756775,-0.013245470821857452,A
17,20,0.13370706140995026,0.6746485233306885,-0.008092403411865234,A
18,0,0.16794776916503906,0.6871166825294495,-2.058762760270838e-07,A
18,1,0.2038189172744751,0.6779983043670654,-0.01429849211126566,A
18,2,0.23743297159671783,0.6450132727622986,-0.018243715167045593,A
18,3,0.2501683235168457,0.6014176607131958,-0.021776476874947548,A
18,4,0.24751907587051392,0.56416916847229,-0.024065645411610603,A
18,5,0.22291168570518494,0.5965666174888611,-0.004723323043435812,A
18,6,0.23058781027793884,0.5679064989089966,-0.021791957318782806,A
18,7,0.21907366812229156,0.6005816459655762,-0.03160732612013817,A
18,8,0.21047483384609222,0.6297090649604797,-0.034212127327919006,A
18,9,0.20225748419761658,0.5899288654327393,-0.0023836721666157246,A
18,10,0.2085285633802414,0.5633792877197266,-0.02160603553056717,A
18,11,0.1989593654870987,0.603985607624054,-0.027356144040822983,A
18,12,0.19269303977489471,0.637058436870575,-0.025463225319981575,A
18,13,0.18109819293022156,0.5876967906951904,-0.002977452939376235,A
18,14,0.18516875803470612,0.5639373660087585,-0.0226900577545166,A
18,15,0.1811893880367279,0.6065206527709961,-0.02100684680044651,A
18,16,0.17871767282485962,0.6402531266212463,-0.013319688849151134,A
18,17,0.15801255404949188,0.5883255004882812,-0.004498474299907684,A
18,18,0.164333313703537,0.5684926509857178,-0.018917061388492584,A
18,19,0.16613467037677765,0.5986748337745667,-0.017106657847762108,A
18,20,0.16687504947185516,0.6240319609642029,-0.01087882835417986,A
19,0,0.2133289873600006,0.7406388521194458,-1.9891118085979542e-07,A
19,1,0.25366637110710144,0.7294995784759521,-0.016950955614447594,A
19,2,0.29353946447372437,0.6945185661315918,-0.022673744708299637,A
19,3,0.30858027935028076,0.6484474539756775,-0.027608251199126244,A
19,4,0.30416348576545715,0.6068965196609497,-0.030819931998848915,A
19,5,0.27764421701431274,0.6396224498748779,-0.007372325751930475,A
19,6,0.28643667697906494,0.6149026155471802,-0.02877049148082733,A
19,7,0.2733652889728546,0.6514812111854553,-0.04064512997865677,A
19,8,0.26260626316070557,0.6831775903701782,-0.04354746639728546,A
19,9,0.2531997263431549,0.6299206614494324,-0.004981102421879768,A
19,10,0.2628355324268341,0.6064187288284302,-0.028016667813062668,A
19,11,0.2512890100479126,0.651499330997467,-0.03390242159366608,A
19,12,0.24311690032482147,0.68776535987854,-0.031078169122338295,A
19,13,0.2278134822845459,0.6254664063453674,-0.006165536120533943,A
19,14,0.23522856831550598,0.6069839000701904,-0.029044970870018005,A
19,15,0.23009106516838074,0.6538223028182983,-0.026578610762953758,A
19,16,0.22700068354606628,0.6894506812095642,-0.017382122576236725,A
19,17,0.20023150742053986,0.6248603463172913,-0.008569229394197464,A
19,18,0.21139194071292877,0.6090035438537598,-0.024300701916217804,A
19,19,0.2134014368057251,0.6436437368392944,-0.021685481071472168,A
19,20,0.21396087110042572,0.6704147458076477,-0.014267480000853539,A
20,0,0.19106261432170868,0.8294751048088074,-2.273017400966637e-07,A
20,1,0.22690609097480774,0.8225908875465393,-0.014387044124305248,A
20,2,0.2638603448867798,0.7899472117424011,-0.019263317808508873,A
20,3,0.2766162157058716,0.7477851510047913,-0.022993940860033035,A
20,4,0.2708178162574768,0.7114097476005554,-0.025667516514658928,A
20,5,0.25142037868499756,0.7255997657775879,-0.006932254880666733,A
20,6,0.2544499933719635,0.7220147252082825,-0.0242209043353796,A
20,7,0.24157977104187012,0.7572636604309082,-0.03603445738554001,A
20,8,0.23154303431510925,0.7839235663414001,-0.04022318869829178,A
20,9,0.2291528284549713,0.713862955570221,-0.00397534528747201,A
20,10,0.23099523782730103,0.7192609310150146,-0.01978970505297184,A
